model_entity_id,entity_id,chain_id,uniprot_ac
AF-0000000000000700,1,A,Q16537
AF-0000000000000701,1,A,Q61151
AF-0000000000000702,1,A,Q28654
AF-0000000000000703,1,A,Q8RW96
AF-0000000000000704,1,A,Q13362
AF-0000000000000705,1,A,Q60996
AF-0000000000000706,1,A,Q28651
AF-0000000000000707,1,A,Q93YV6
AF-0000000000000708,1,A,Q6I621
AF-0000000000000709,1,A,Q9LU89
AF-0000000000000710,1,A,Q8LF36
AF-0000000000000711,1,A,Q9LVE2
AF-0000000000000712,1,A,Q88FI7
AF-0000000000000713,1,A,Q38845
AF-0000000000000714,1,A,Q32PI5
AF-0000000000000715,1,A,Q09543
AF-0000000000000716,1,A,Q54QR9
AF-0000000000000717,1,A,P36179
AF-0000000000000718,1,A,P30153
AF-0000000000000719,1,A,Q76MZ3
AF-0000000000000720,1,A,P36875
AF-0000000000000721,1,A,P54612
AF-0000000000000722,1,A,Q9UT08
AF-0000000000000723,1,A,P31383
AF-0000000000000724,1,A,Q38950
AF-0000000000000725,1,A,P30154
AF-0000000000000726,1,A,Q7TNP2
AF-0000000000000727,1,A,P54613
AF-0000000000000728,1,A,Q4QQT4
AF-0000000000000729,1,A,Q38951
AF-0000000000000730,1,A,G5EDR3
AF-0000000000000731,1,A,Q9XGR4
AF-0000000000000732,1,A,Q5QIT3
AF-0000000000000733,1,A,Q8VZQ4
AF-0000000000000734,1,A,Q9SLI8
AF-0000000000000735,1,A,Q84JI6
AF-0000000000000736,1,A,Q38821
AF-0000000000000737,1,A,P53031
AF-0000000000000738,1,A,P36872
AF-0000000000000739,1,A,P63151
AF-0000000000000740,1,A,Q4R7Z4
AF-0000000000000741,1,A,Q6P1F6
AF-0000000000000742,1,A,Q5Z8Z7
AF-0000000000000743,1,A,Q29090
AF-0000000000000744,1,A,P63150
AF-0000000000000745,1,A,P36876
AF-0000000000000746,1,A,Q12702
AF-0000000000000747,1,A,Q00362
AF-0000000000000748,1,A,Q39247
AF-0000000000000749,1,A,Q5E9Q7
AF-0000000000000750,1,A,B6VA23
AF-0000000000000751,1,A,Q00005
AF-0000000000000752,1,A,Q4R8L3
AF-0000000000000753,1,A,Q6ZWR4
AF-0000000000000754,1,A,A2X2K3
AF-0000000000000755,1,A,Q0E2P1
AF-0000000000000756,1,A,P54614
AF-0000000000000757,1,A,Q5R4A2
AF-0000000000000758,1,A,Q00006
AF-0000000000000759,1,A,P36877
AF-0000000000000760,1,A,A1L3L9
AF-0000000000000761,1,A,Q0D2F4
AF-0000000000000762,1,A,Q5ZIY5
AF-0000000000000763,1,A,Q6NY64
AF-0000000000000764,1,A,Q66LE6
AF-0000000000000765,1,A,Q925E7
AF-0000000000000766,1,A,P56932
AF-0000000000000767,1,A,Q7ZX64
AF-0000000000000768,1,A,Q6DIY3
AF-0000000000000769,1,A,Q9Y2T4
AF-0000000000000770,1,A,Q95LP0
AF-0000000000000771,1,A,Q8BG02
AF-0000000000000772,1,A,P50410
AF-0000000000000773,1,A,P97888
AF-0000000000000774,1,A,Q10428
AF-0000000000000775,1,A,P78759
AF-0000000000000776,1,A,P81593
AF-0000000000000777,1,A,Q96356
AF-0000000000000778,1,A,P0C783
AF-0000000000000779,1,A,Q66125
AF-0000000000000780,1,A,P14850
AF-0000000000000781,1,A,Q8UYT3
AF-0000000000000782,1,A,P89679
AF-0000000000000783,1,A,P05078
AF-0000000000000784,1,A,P11887
AF-0000000000000785,1,A,Q5FTU6
AF-0000000000000786,1,A,A5CAL1
AF-0000000000000787,1,A,O04529
AF-0000000000000788,1,A,P47177
AF-0000000000000789,1,A,Q12723
AF-0000000000000790,1,A,Q01284
AF-0000000000000791,1,A,D3DJ41
AF-0000000000000792,1,A,D3DJ42
AF-0000000000000793,1,A,A0A0N9HQ36
AF-0000000000000794,1,A,P48391
AF-0000000000000795,1,A,E0SKP1
AF-0000000000000796,1,A,E6LDH5
AF-0000000000000797,1,A,P15457
AF-0000000000000798,1,A,P04403
AF-0000000000000799,1,A,P01091
AF-0000000000000800,1,A,P84782
AF-0000000000000801,1,A,P84529
AF-0000000000000802,1,A,P80351
AF-0000000000000803,1,A,Q9XHP1
AF-0000000000000804,1,A,P15458
AF-0000000000000805,1,A,P0C8Y8
AF-0000000000000806,1,A,P01090
AF-0000000000000807,1,A,P30233
AF-0000000000000808,1,A,P15459
AF-0000000000000809,1,A,P80208
AF-0000000000000810,1,A,P80352
AF-0000000000000811,1,A,P15460
AF-0000000000000812,1,A,P17333
AF-0000000000000813,1,A,P80353
AF-0000000000000814,1,A,Q9FH31
AF-0000000000000815,1,A,P15461
AF-0000000000000816,1,A,P23110
AF-0000000000000817,1,A,P27740
AF-0000000000000818,1,A,P09893
AF-0000000000000819,1,A,P24565
AF-0000000000000820,1,A,P26986
AF-0000000000000821,1,A,B3EWN4
AF-0000000000000822,1,A,Q39649
AF-0000000000000823,1,A,P84576
AF-0000000000000824,1,A,Q2PS07
AF-0000000000000825,1,A,E9NX73
AF-0000000000000826,1,A,P93198
AF-0000000000000827,1,A,P17718
AF-0000000000000828,1,A,P01089
AF-0000000000000829,1,A,P19594
AF-0000000000000830,1,A,P86783
AF-0000000000000831,1,A,Q89705
AF-0000000000000832,1,A,P0C9K5
AF-0000000000000833,1,A,P0C9K6
AF-0000000000000834,1,A,P0C9K7
AF-0000000000000835,1,A,P0C9K4
AF-0000000000000836,1,A,Q89554
AF-0000000000000837,1,A,P0C9K9
AF-0000000000000838,1,A,P0C9L0
AF-0000000000000839,1,A,P0C9L1
AF-0000000000000840,1,A,P0C9K8
AF-0000000000000841,1,A,P0C9L3
AF-0000000000000842,1,A,A0A097SRX3
AF-0000000000000843,1,A,P0C9L6
AF-0000000000000844,1,A,Q91FM4
AF-0000000000000845,1,A,Q91FM3
AF-0000000000000846,1,A,Q91FL6
AF-0000000000000847,1,A,V5QRX7
AF-0000000000000848,1,A,V5QPS4
AF-0000000000000849,1,A,Q91FL2
AF-0000000000000850,1,A,Q91FL1
AF-0000000000000851,1,A,Q91FK9
AF-0000000000000852,1,A,Q91FK7
AF-0000000000000853,1,A,C0HKD1
AF-0000000000000854,1,A,C0HKD2
AF-0000000000000855,1,A,C0HKD3
AF-0000000000000856,1,A,Q91FK2
AF-0000000000000857,1,A,Q91FJ9
AF-0000000000000858,1,A,P84027
AF-0000000000000859,1,A,Q91FJ2
AF-0000000000000860,1,A,A9CB92
AF-0000000000000861,1,A,Q7M3V1
AF-0000000000000862,1,A,Q91FI4
AF-0000000000000863,1,A,Q2J7H0
AF-0000000000000864,1,A,Q91FI1
AF-0000000000000865,1,A,Q91FH8
AF-0000000000000866,1,A,Q91FH6
AF-0000000000000867,1,A,A0A1S4F550
AF-0000000000000868,1,A,C0HMB7
AF-0000000000000869,1,A,Q5MIU2
AF-0000000000000870,1,A,P83064
AF-0000000000000871,1,A,P65638
AF-0000000000000872,1,A,Q04959
AF-0000000000000873,1,A,P9WIR8
AF-0000000000000874,1,A,P9WIR9
AF-0000000000000875,1,A,Q7NXD4
AF-0000000000000876,1,A,P0C9P4
AF-0000000000000877,1,A,Q65122
AF-0000000000000878,1,A,P0C9P5
AF-0000000000000879,1,A,P0C9P3
AF-0000000000000880,1,A,P0C9P7
AF-0000000000000881,1,A,Q65123
AF-0000000000000882,1,A,P0C9P8
AF-0000000000000883,1,A,P0C9P6
AF-0000000000000884,1,A,P0C9Q0
AF-0000000000000885,1,A,Q65125
AF-0000000000000886,1,A,P0C9Q1
AF-0000000000000887,1,A,P0C9P9
AF-0000000000000888,1,A,P0C9Q3
AF-0000000000000889,1,A,Q65126
AF-0000000000000890,1,A,P0C9Q4
AF-0000000000000891,1,A,P0C9Q2
AF-0000000000000892,1,A,P0C9Q6
AF-0000000000000893,1,A,Q65127
AF-0000000000000894,1,A,P0C9Q7
AF-0000000000000895,1,A,P0C9Q5
AF-0000000000000896,1,A,Q65141
AF-0000000000000897,1,A,P0C9Q9
AF-0000000000000898,1,A,P0C9R1
AF-0000000000000899,1,A,P0C9R0
AF-0000000000000900,1,A,P0C9Q8
AF-0000000000000901,1,A,P23163
AF-0000000000000902,1,A,P0C9R3
AF-0000000000000903,1,A,Q65258
AF-0000000000000904,1,A,P0C9R4
AF-0000000000000905,1,A,P0C9R2
AF-0000000000000906,1,A,Q65211
AF-0000000000000907,1,A,P0C9R7
AF-0000000000000908,1,A,P0C9R5
AF-0000000000000909,1,A,P23164
AF-0000000000000910,1,A,P0C9R9
AF-0000000000000911,1,A,P0C9S0
AF-0000000000000912,1,A,P0C9R8
AF-0000000000000913,1,A,P23167
AF-0000000000000914,1,A,P0C9L9
AF-0000000000000915,1,A,P0C9M0
AF-0000000000000916,1,A,P0C9L8
AF-0000000000000917,1,A,P23168
AF-0000000000000918,1,A,P0C9S1
AF-0000000000000919,1,A,P0C9S3
AF-0000000000000920,1,A,P0C9S2
AF-0000000000000921,1,A,Q65269
AF-0000000000000922,1,A,P23166
AF-0000000000000923,1,A,P0C9M1
AF-0000000000000924,1,A,P0C9M2
AF-0000000000000925,1,A,P0C9M3
AF-0000000000000926,1,A,P23165
AF-0000000000000927,1,A,P0C9M5
AF-0000000000000928,1,A,P0C9M7
AF-0000000000000929,1,A,P0C9M6
AF-0000000000000930,1,A,P0C9M4
AF-0000000000000931,1,A,P0C9M9
AF-0000000000000932,1,A,P26712
AF-0000000000000933,1,A,P0C9N1
AF-0000000000000934,1,A,P0C9N0
AF-0000000000000935,1,A,P0C9M8
AF-0000000000000936,1,A,Q65133
AF-0000000000000937,1,A,P26711
AF-0000000000000938,1,A,P0C9N2
AF-0000000000000939,1,A,P0C9N3
AF-0000000000000940,1,A,P0C9N4
AF-0000000000000941,1,A,P0C9N5
AF-0000000000000942,1,A,P23162
AF-0000000000000943,1,A,P0C9N7
AF-0000000000000944,1,A,P0C9N9
AF-0000000000000945,1,A,P0C9N8
AF-0000000000000946,1,A,P0C9N6
AF-0000000000000947,1,A,Q65137
AF-0000000000000948,1,A,P0C9P1
AF-0000000000000949,1,A,Q65121
AF-0000000000000950,1,A,P0C9P2
AF-0000000000000951,1,A,P0C9P0
AF-0000000000000952,1,A,Q91FG3
AF-0000000000000953,1,A,Q91FF8
AF-0000000000000954,1,A,Q91FF6
AF-0000000000000955,1,A,D7UER1
AF-0000000000000956,1,A,Q91FF1
AF-0000000000000957,1,A,Q91FF0
AF-0000000000000958,1,A,Q91FE9
AF-0000000000000959,1,A,Q91FE0
AF-0000000000000960,1,A,Q91FD9
AF-0000000000000961,1,A,Q91FD6
AF-0000000000000962,1,A,Q91FD5
AF-0000000000000963,1,A,P24745
AF-0000000000000964,1,A,A7B3K3
AF-0000000000000965,1,A,C8WMP0
AF-0000000000000966,1,A,Q39371
AF-0000000000000967,1,A,C0HK72
AF-0000000000000968,1,A,Q9ZWB4
AF-0000000000000969,1,A,Q9LR73
AF-0000000000000970,1,A,Q9MBC1
AF-0000000000000971,1,A,C8WJW0
AF-0000000000000972,1,A,C8WGQ3
AF-0000000000000973,1,A,A7AZH2
AF-0000000000000974,1,A,P19871
AF-0000000000000975,1,A,P0DX23
AF-0000000000000976,1,A,P0DX24
AF-0000000000000977,1,A,P14060
AF-0000000000000978,1,A,P27365
AF-0000000000000979,1,A,Q60555
AF-0000000000000980,1,A,P24815
AF-0000000000000981,1,A,P22071
AF-0000000000000982,1,A,P26439
AF-0000000000000983,1,A,Q64421
AF-0000000000000984,1,A,P26149
AF-0000000000000985,1,A,P22072
AF-0000000000000986,1,A,O35296
AF-0000000000000987,1,A,P26150
AF-0000000000000988,1,A,Q61767
AF-0000000000000989,1,A,Q62878
AF-0000000000000990,1,A,Q61694
AF-0000000000000991,1,A,P27364
AF-0000000000000992,1,A,O35469
AF-0000000000000993,1,A,Q9H2F3
AF-0000000000000994,1,A,Q9EQC1
AF-0000000000000995,1,A,O35048
AF-0000000000000996,1,A,P33794
AF-0000000000000997,1,A,P14893
AF-0000000000000998,1,A,Q5IFP1
AF-0000000000000999,1,A,Q67477
AF-0000000000001000,1,A,O46516
AF-0000000000001001,1,A,A0A7H0DNE2
AF-0000000000001002,1,A,P9WQP6
AF-0000000000001003,1,A,P9WQP7
AF-0000000000001004,1,A,Q9N119
AF-0000000000001005,1,A,O57245
AF-0000000000001006,1,A,P21097
AF-0000000000001007,1,A,P26670
AF-0000000000001008,1,A,Q89187
AF-0000000000001009,1,A,Q9Y3L3
AF-0000000000001010,1,A,P55194
AF-0000000000001011,1,A,D3ZFJ3
AF-0000000000001012,1,A,P78314
AF-0000000000001013,1,A,Q06649
AF-0000000000001014,1,A,Q9V785
AF-0000000000001015,1,A,Q0V8K7
AF-0000000000001016,1,A,Q7L8J4
AF-0000000000001017,1,A,Q99LH9
AF-0000000000001018,1,A,Q5R9X9
AF-0000000000001019,1,A,Q5U584
AF-0000000000001020,1,A,A4IH82
AF-0000000000001021,1,A,O60239
AF-0000000000001022,1,A,Q9Z131
AF-0000000000001023,1,A,Q91Y80
AF-0000000000001024,1,A,C0HK73
AF-0000000000001025,1,A,Q84SM8
AF-0000000000001026,1,A,C7ASI9
AF-0000000000001027,1,A,F1CKI6
AF-0000000000001028,1,A,F2XF94
AF-0000000000001029,1,A,R9QMW4
AF-0000000000001030,1,A,R9QMW8
AF-0000000000001031,1,A,F1CKI8
AF-0000000000001032,1,A,R9QMR6
AF-0000000000001033,1,A,F1CKI9
AF-0000000000001034,1,A,P37046
AF-0000000000001035,1,A,P85078
AF-0000000000001036,1,A,C0HK74
AF-0000000000001037,1,A,B0XQT1
AF-0000000000001038,1,A,B8NIM4
AF-0000000000001039,1,A,Q6MYX3
AF-0000000000001040,1,A,Q0D131
AF-0000000000001041,1,A,C7ZKL6
AF-0000000000001042,1,A,A1D2R0
AF-0000000000001043,1,A,B0XZU3
AF-0000000000001044,1,A,B8NXI4
AF-0000000000001045,1,A,Q4WZ01
AF-0000000000001046,1,A,P0CI63
AF-0000000000001047,1,A,C7Z622
AF-0000000000001048,1,A,A1D5T7
AF-0000000000001049,1,A,Q59087
AF-0000000000001050,1,A,A1CPW7
AF-0000000000001051,1,A,Q2U2Z2
AF-0000000000001052,1,A,A6S694
AF-0000000000001053,1,A,Q59Z17
AF-0000000000001054,1,A,B9WC12
AF-0000000000001055,1,A,C5M799
AF-0000000000001056,1,A,C4YCH0
AF-0000000000001057,1,A,Q6BKA3
AF-0000000000001058,1,A,P05147
AF-0000000000001059,1,A,Q4PIL0
AF-0000000000001060,1,A,Q58HK4
AF-0000000000001061,1,A,P05195
AF-0000000000001062,1,A,B6H4C6
AF-0000000000001063,1,A,Q0U9X3
AF-0000000000001064,1,A,A5DAY6
AF-0000000000001065,1,A,A3LYE4
AF-0000000000001066,1,A,Q86ZM3
AF-0000000000001067,1,A,A4QYU7
AF-0000000000001068,1,A,B2WGR9
AF-0000000000001069,1,A,A7F996
AF-0000000000001070,1,A,D1ZR99
AF-0000000000001071,1,A,B6Q3C6
AF-0000000000001072,1,A,P0CI61
AF-0000000000001073,1,A,C9SU87
AF-0000000000001074,1,A,A0A3G2FQK2
AF-0000000000001075,1,A,P13475
AF-0000000000001076,1,A,A1C408
AF-0000000000001077,1,A,B0Y9Z9
AF-0000000000001078,1,A,Q4WCF1
AF-0000000000001079,1,A,Q2UHT9
AF-0000000000001080,1,A,A1C874
AF-0000000000001081,1,A,B0XVP0
AF-0000000000001082,1,A,Q4WZC3
AF-0000000000001083,1,A,Q2UB88
AF-0000000000001084,1,A,A2R8S7
AF-0000000000001085,1,A,Q0D1U6
AF-0000000000001086,1,A,A0RD64
AF-0000000000001087,1,A,Q739J0
AF-0000000000001088,1,A,C1ERL1
AF-0000000000001089,1,A,Q0VCA8
AF-0000000000001090,1,A,A6X798
AF-0000000000001091,1,A,B4EFS7
AF-0000000000001092,1,A,Q39LI1
AF-0000000000001093,1,A,Q60W34
AF-0000000000001094,1,A,Q19341
AF-0000000000001095,1,A,Q59K86
AF-0000000000001096,1,A,Q2HD63
AF-0000000000001097,1,A,Q1E5I0
AF-0000000000001098,1,A,P0CL87
AF-0000000000001099,1,A,P0CL86
AF-0000000000001100,1,A,Q1LCS4
AF-0000000000001101,1,A,Q46PT7
AF-0000000000001102,1,A,Q5U3F8
AF-0000000000001103,1,A,Q54S02
AF-0000000000001104,1,A,Q75CP6
AF-0000000000001105,1,A,P46952
AF-0000000000001106,1,A,Q28SE8
AF-0000000000001107,1,A,A5E0Z9
AF-0000000000001108,1,A,Q78JT3
AF-0000000000001109,1,A,Q4P2Q7
AF-0000000000001110,1,A,A7RIT9
AF-0000000000001111,1,A,A1DB76
AF-0000000000001112,1,A,Q7SDX3
AF-0000000000001113,1,A,B2T2S5
AF-0000000000001114,1,A,A5DLW3
AF-0000000000001115,1,A,A3LP72
AF-0000000000001116,1,A,B2AAJ5
AF-0000000000001117,1,A,Q83V26
AF-0000000000001118,1,A,A4REV8
AF-0000000000001119,1,A,P46953
AF-0000000000001120,1,A,Q5LSJ4
AF-0000000000001121,1,A,B1KJM7
AF-0000000000001122,1,A,Q8PM31
AF-0000000000001123,1,A,Q4UT95
AF-0000000000001124,1,A,B0RUZ7
AF-0000000000001125,1,A,Q8PAD0
AF-0000000000001126,1,A,Q3BV37
AF-0000000000001127,1,A,Q2P320
AF-0000000000001128,1,A,Q5H043
AF-0000000000001129,1,A,Q6P7I0
AF-0000000000001130,1,A,Q6DIZ0
AF-0000000000001131,1,A,Q6CFX1
AF-0000000000001132,1,A,P47096
AF-0000000000001133,1,A,Q46ZL2
AF-0000000000001134,1,A,Q9AJS8
AF-0000000000001135,1,A,Q9F131
AF-0000000000001136,1,A,Q0QFQ1
AF-0000000000001137,1,A,Q8NLB6
AF-0000000000001138,1,A,Q5EXK1
AF-0000000000001139,1,A,Q3S4B7
AF-0000000000001140,1,A,Q4W8C9
AF-0000000000001141,1,A,A9CH01
AF-0000000000001142,1,A,Q9SZE1
AF-0000000000001143,1,A,Q9C991
AF-0000000000001144,1,A,Q949M8
AF-0000000000001145,1,A,Q9SUC0
AF-0000000000001146,1,A,Q2HJD7
AF-0000000000001147,1,A,Q9XTI0
AF-0000000000001148,1,A,Q54CX6
AF-0000000000001149,1,A,Q9V8M5
AF-0000000000001150,1,A,P31937
AF-0000000000001151,1,A,P86199
AF-0000000000001152,1,A,Q99L13
AF-0000000000001153,1,A,Q5R5E7
AF-0000000000001154,1,A,P32185
AF-0000000000001155,1,A,P29266
AF-0000000000001156,1,A,A9AKG8
AF-0000000000001157,1,A,F8J2B3
AF-0000000000001158,1,A,Q53B54
AF-0000000000001159,1,A,P60615
AF-0000000000001160,1,A,P60616
AF-0000000000001161,1,A,P01385
AF-0000000000001162,1,A,P25670
AF-0000000000001163,1,A,B2BRQ5
AF-0000000000001164,1,A,A8S6A8
AF-0000000000001165,1,A,A1IVR8
AF-0000000000001166,1,A,A6MFK4
AF-0000000000001167,1,A,P01393
AF-0000000000001168,1,A,P01396
AF-0000000000001169,1,A,P01394
AF-0000000000001170,1,A,Q8UW29
AF-0000000000001171,1,A,P01380
AF-0000000000001172,1,A,P0C8R6
AF-0000000000001173,1,A,P01379
AF-0000000000001174,1,A,P01389
AF-0000000000001175,1,A,P25674
AF-0000000000001176,1,A,P01391
AF-0000000000001177,1,A,P01383
AF-0000000000001178,1,A,P25668
AF-0000000000001179,1,A,P01390
AF-0000000000001180,1,A,P01382
AF-0000000000001181,1,A,P01384
AF-0000000000001182,1,A,P01387
AF-0000000000001183,1,A,A8HDK7
AF-0000000000001184,1,A,A8HDK9
AF-0000000000001185,1,A,A8HDK6
AF-0000000000001186,1,A,A8HDK4
AF-0000000000001187,1,A,F8J2F2
AF-0000000000001188,1,A,P34074
AF-0000000000001189,1,A,Q2VBP5
AF-0000000000001190,1,A,Q2VBP4
AF-0000000000001191,1,A,B2BRQ6
AF-0000000000001192,1,A,C5ILC5
AF-0000000000001193,1,A,P0DKW9
AF-0000000000001194,1,A,A8N285
AF-0000000000001195,1,A,A8S6B0
AF-0000000000001196,1,A,A1IVR9
AF-0000000000001197,1,A,A6MFK5
AF-0000000000001198,1,A,P01397
AF-0000000000001199,1,A,P01395
AF-0000000000001200,1,A,A3FM53
AF-0000000000001201,1,A,P01381
AF-0000000000001202,1,A,P01388
AF-0000000000001203,1,A,P25669
AF-0000000000001204,1,A,P01386
AF-0000000000001205,1,A,A8HDK8
AF-0000000000001206,1,A,F8J2E6
AF-0000000000001207,1,A,Q53B55
AF-0000000000001208,1,A,Q53B53
AF-0000000000001209,1,A,Q53B59
AF-0000000000001210,1,A,Q2VBP3
AF-0000000000001211,1,A,A1IVR7
AF-0000000000001212,1,A,P25667
AF-0000000000001213,1,A,Q8UW28
AF-0000000000001214,1,A,P0DQQ1
AF-0000000000001215,1,A,P25671
AF-0000000000001216,1,A,P07526
AF-0000000000001217,1,A,F8J2D7
AF-0000000000001218,1,A,F8J2E5
AF-0000000000001219,1,A,C0HJD7
AF-0000000000001220,1,A,P0DQQ2
AF-0000000000001221,1,A,P25672
AF-0000000000001222,1,A,P80156
AF-0000000000001223,1,A,Q53B58
AF-0000000000001224,1,A,Q53B57
AF-0000000000001225,1,A,Q53B56
AF-0000000000001226,1,A,P25673
AF-0000000000001227,1,A,P80965
AF-0000000000001228,1,A,P82662
AF-0000000000001229,1,A,F8J2E1
AF-0000000000001230,1,A,F8J2E2
AF-0000000000001231,1,A,C0HM09
AF-0000000000001232,1,A,O42257
AF-0000000000001233,1,A,P86522
AF-0000000000001234,1,A,Q7T3J2
AF-0000000000001235,1,A,D2N116
AF-0000000000001236,1,A,P0C8R7
AF-0000000000001237,1,A,P0C8R8
AF-0000000000001238,1,A,P13495
AF-0000000000001239,1,A,P34073
AF-0000000000001240,1,A,P14612
AF-0000000000001241,1,A,Q7T2I3
AF-0000000000001242,1,A,P0CJ35
AF-0000000000001243,1,A,P85140
AF-0000000000001244,1,A,A7X4Q3
AF-0000000000001245,1,A,A7X4R0
AF-0000000000001246,1,A,Q9W7J5
AF-0000000000001247,1,A,Q2VBP8
AF-0000000000001248,1,A,Q2VBP6
AF-0000000000001249,1,A,P15816
AF-0000000000001250,1,A,P15817
AF-0000000000001251,1,A,O12961
AF-0000000000001252,1,A,O12962
AF-0000000000001253,1,A,Q9W729
AF-0000000000001254,1,A,Q8AY56
AF-0000000000001255,1,A,Q8AY55
AF-0000000000001256,1,A,P01398
AF-0000000000001257,1,A,P15815
AF-0000000000001258,1,A,Q8GSN8
AF-0000000000001259,1,A,Q9I0N5
AF-0000000000001260,1,A,P05100
AF-0000000000001261,1,A,P04395
AF-0000000000001262,1,A,P37878
AF-0000000000001263,1,A,P44321
AF-0000000000001264,1,A,Q9Y9P1
AF-0000000000001265,1,A,Q8UAN8
AF-0000000000001266,1,A,A8MF35
AF-0000000000001267,1,A,B8JBU6
AF-0000000000001268,1,A,Q2IHD7
AF-0000000000001269,1,A,A7HIL2
AF-0000000000001270,1,A,B4UIZ5
AF-0000000000001271,1,A,C3P1N9
AF-0000000000001272,1,A,C3LE50
AF-0000000000001273,1,A,A0RAB9
AF-0000000000001274,1,A,Q81UJ9
AF-0000000000001275,1,A,B7JSE3
AF-0000000000001276,1,A,Q73CV5
AF-0000000000001277,1,A,B7IJ32
AF-0000000000001278,1,A,C1EZP2
AF-0000000000001279,1,A,B7HEV9
AF-0000000000001280,1,A,B7HXM9
AF-0000000000001281,1,A,A7GLP0
AF-0000000000001282,1,A,B9IRB4
AF-0000000000001283,1,A,Q81HD0
AF-0000000000001284,1,A,Q63FD4
AF-0000000000001285,1,A,Q6HMV4
AF-0000000000001286,1,A,Q65DF9
AF-0000000000001287,1,A,A9VGI8
AF-0000000000001288,1,A,P94378
AF-0000000000001289,1,A,A7ZA84
AF-0000000000001290,1,A,Q6MGX6
AF-0000000000001291,1,A,Q0SN86
AF-0000000000001292,1,A,O51383
AF-0000000000001293,1,A,B7J1Z1
AF-0000000000001294,1,A,Q661J6
AF-0000000000001295,1,A,Q89LR7
AF-0000000000001296,1,A,A0KAJ8
AF-0000000000001297,1,A,Q39CW7
AF-0000000000001298,1,A,B1JYM2
AF-0000000000001299,1,A,Q1BTJ3
AF-0000000000001300,1,A,Q3ABT8
AF-0000000000001301,1,A,Q3J3U4
AF-0000000000001302,1,A,Q11IE7
AF-0000000000001303,1,A,Q5L6N0
AF-0000000000001304,1,A,Q3APM2
AF-0000000000001305,1,A,Q824B4
AF-0000000000001306,1,A,Q253J9
AF-0000000000001307,1,A,Q3B622
AF-0000000000001308,1,A,B3QKY6
AF-0000000000001309,1,A,B3EN08
AF-0000000000001310,1,A,A1BI83
AF-0000000000001311,1,A,A4SD50
AF-0000000000001312,1,A,Q9Z847
AF-0000000000001313,1,A,Q8KBD5
AF-0000000000001314,1,A,Q97EY6
AF-0000000000001315,1,A,A7FTE3
AF-0000000000001316,1,A,C3KTV2
AF-0000000000001317,1,A,A6LPI2
AF-0000000000001318,1,A,B2UXQ2
AF-0000000000001319,1,A,B2THZ1
AF-0000000000001320,1,A,A5I1A3
AF-0000000000001321,1,A,C1FKZ0
AF-0000000000001322,1,A,B1IJE7
AF-0000000000001323,1,A,A7GCV4
AF-0000000000001324,1,A,B1KZY0
AF-0000000000001325,1,A,Q18C13
AF-0000000000001326,1,A,A0PZK9
AF-0000000000001327,1,A,Q0TM75
AF-0000000000001328,1,A,Q8XHA9
AF-0000000000001329,1,A,Q0SPY0
AF-0000000000001330,1,A,Q896H4
AF-0000000000001331,1,A,Q8FUA2
AF-0000000000001332,1,A,A4QAA8
AF-0000000000001333,1,A,Q8NU33
AF-0000000000001334,1,A,Q4JYA4
AF-0000000000001335,1,A,Q6A5L3
AF-0000000000001336,1,A,Q11UN5
AF-0000000000001337,1,A,Q1IXS9
AF-0000000000001338,1,A,Q9RSQ0
AF-0000000000001339,1,A,Q24R48
AF-0000000000001340,1,A,A4J510
AF-0000000000001341,1,A,Q3YR73
AF-0000000000001342,1,A,Q2GHI5
AF-0000000000001343,1,A,Q5FG73
AF-0000000000001344,1,A,Q93FQ6
AF-0000000000001345,1,A,Q5HAG4
AF-0000000000001346,1,A,Q833H5
AF-0000000000001347,1,A,Q2J868
AF-0000000000001348,1,A,Q14IG1
AF-0000000000001349,1,A,A7NBW2
AF-0000000000001350,1,A,Q2A3P9
AF-0000000000001351,1,A,Q0BM56
AF-0000000000001352,1,A,Q5NH09
AF-0000000000001353,1,A,A4IY77
AF-0000000000001354,1,A,Q7NHP4
AF-0000000000001355,1,A,Q0BR48
AF-0000000000001356,1,A,A9B1N9
AF-0000000000001357,1,A,Q1IHD8
AF-0000000000001358,1,A,Q5FMR0
AF-0000000000001359,1,A,Q1G7S0
AF-0000000000001360,1,A,Q04CJ7
AF-0000000000001361,1,A,A8YWM6
AF-0000000000001362,1,A,Q74LU5
AF-0000000000001363,1,A,Q88VP8
AF-0000000000001364,1,A,Q38Y85
AF-0000000000001365,1,A,Q5X6N6
AF-0000000000001366,1,A,A5IG48
AF-0000000000001367,1,A,Q5ZX66
AF-0000000000001368,1,A,Q5WY41
AF-0000000000001369,1,A,Q6AGC6
AF-0000000000001370,1,A,Q92D89
AF-0000000000001371,1,A,C1L1K0
AF-0000000000001372,1,A,Q721N6
AF-0000000000001373,1,A,B8DEK7
AF-0000000000001374,1,A,P58621
AF-0000000000001375,1,A,A0AH42
AF-0000000000001376,1,A,Q0W5C8
AF-0000000000001377,1,A,B3DVC8
AF-0000000000001378,1,A,A3CTY6
AF-0000000000001379,1,A,P65413
AF-0000000000001380,1,A,A1KJA4
AF-0000000000001381,1,A,C1ANW0
AF-0000000000001382,1,A,Q9EUU9
AF-0000000000001383,1,A,B8ZRG8
AF-0000000000001384,1,A,O05678
AF-0000000000001385,1,A,Q740F6
AF-0000000000001386,1,A,A1UH86
